,comment,rate
3112,Süper harika çok begendim ve fiyatına göre çok iyi diger markalar bunun yanında takoz yaklaşık 1 yıl oldu alalı hiç sorun yaşamadım,5
3113,ekran büyüklüğü ve 4 kamerasıyla harika bir cep telefonu.... arka kapağının rengi ise gorseldeki kadar güzel :),5
3114,Betpa sirketlne tesekkur edwrim super,5
3115,"Kargolaması süper, telefonda çok başarılı",5
3116,"Çok başarılı. iPhone kullanıcısıyım, eşime aldık. IOS dışında android bir telefon kullacak olursam tercihim kesinle xiaomi olur 👌🏼",5
3117,Süper bir telefon iphone hiç gerek yok bin basar,5
3118,şuan kullandigim telefon. cok memnunum. şarjı çok iyi gidiyor.,4
3119,uygun fiyat. iPhone dan Android e geçirmek için aldım başarılı da oldu.,5
3120,Ürün özellikleri oldukça iyi ve fiyatıda muafil cihazlara oranla uygun. 2. Cihazı aldım. Android cihazlar arasında Xaomi ürünleri ilk sıraya yerleşmeye aday.,5
3121,güzel telefon fiyatınin karşılığını verecek gibi duruyor çünkü şarjı çok iyi kamerası çok iyi biraz büyük ve ağır olması dışında bir problem yok,5
3122,Kardeşim beğendi ben aldım. Süper bir telefon olduğunu söyledi. İnternet üzerinde en uygun fiyatları verdiğin için teşekkürler trendyol. Ayrıca teslimat hızı için de tebrik ederim.,5
3123,çok hızlı geldi. ürünün performansı ve görüntü kalitesi çok iyi teşekkürler Trendyol ve  Bizdenal... kablolu  kulaklık da  olsa radyo için gerekli...,5
3124,Ürünün hem fiyatı uygun hem de kaliteli hızlı şarj özelliği mükemmel,3
3125,kendime ve babama aldım şarjı iyi giden cihaz kullanımı kolay depolaması fazla kamerası güzel ben sevdim,5
3126,Urun kesinlikle super.tavsiye ederim.Magazaya teşekkürler,5
3127,note 8 gayet hızlı ve güzel bir şekilde teslim ettiler gayet memnun kaldım teşekkür ederim.,5
3128,ürün süper hızlı geldi  helal olsun sorunsuz alışveriş,5
3129,cok teşekkürler ☺️ mavi rengi efsane ve cok hizli geldi,5
3130,"süper hızlı ulaşım  4 günde geldi , tavsiye ederim,  iyi alışverişler .",5
3131,Fiyata göre performansı çok iyi. Eşime aldım çok memnun ki iOS den geçiş yaptı ilk kez androide,5
3132,Süpersiniz,5
3133,iphone 6 dan geçtim geç bile kalmışım kamera kalitesi malzeme kalitesi hız mükemmel bu cihaz sizi en az 5-6 sene idar edecektir,5
3134,"Bu fiyata kesinlikle bu kadar harika bir performans beklemiyordum, samsung note 5 kullanıyordum.O kadar cok artısı var ki onun yanında ☺️ Bataryası iki saatte doluyor ve bir günden fazla gidiyor. Kamerası harika, genel olarak telefonu kullanması cok zevkli. Kargom da iki günde elime ulaştı, tesekkur ederim 😊",5
3135,2 günde elime ulaştı çok iyi. süper telefon herkese tavsiye ederim,5
3136,telefonu yengem almıştı onun tavsiyesi üzerine aldım yani acayip harika bir telefon işlemcisi hızı hafızası veeee tabiki kamerası süper. düşünmeden alın.,5
3137,"Anneme almıştım çok severek kullanıyor, şarjı iyi gidiyor",4
3138,guzel telefon ama daha once iphone kullananlara  oyuncak gibi gelebilir.alismakta gucluk cekebilirler.,4
3139,Süper ürün.,5
3140,çok  arastirdigim  bi telefonu kamerası depolama hızı renkleri sesine kadar çok güzel. note 8 in varsa foto makinasına gerek yok kaliteli ve hızlı bi tel,5
3141,Anneme hediye almıştım içinden ekran koruyucusu da çıktı çok güzel bi telefon tavsiye ederim,5
3142,"Kamerası, şarjı çok iyi kulaklık yok pakette bir de sesi biraz az onun dışında bu fiyata çok çok iyi",5
3143,süper fiyat,5
3144,10 numara bu fiyata süper derim kaçırma,5
3145,fiyatına göre çok iyi şarjı çok güzel gidiyir,5
3146,"Tam fiyat performans ürünü ,süper",5
3147,bu fiyata süper,5
3148,Ürün süper  kaliteli bu fiyata göre bu telefon şahane,5
3149,fiyat performans ürünü sarji 2 gün gidiyor,5
3150,👍 fiyatına göre süper bir telefon,5
3151,çok beğendim çok güzel bu paraya bu kalite süper,5
3152,ürün çok güzel. iphone ayarında. fiyatı çok uygun. çok fonksiyonlu. almak isteyenlere tavsiye ederim.,4
3153,fiyat performans ürünü gayet memnunum. iPhone kalitesinde daha ucuza ...,5
3154,Uygun fiyat. Kaliteli ürün.  Şarjı çok iyi.,5
3155,Fiyatına göre süper,5
3156,bu fiyata süper bir telefon,5
3157,Bu fiyata son nesil süper 👍🏻,5
3158,Bu fiyata süper fiyat,5
3159,parasina gore süper cihaz sorunsuz,5
3160,Bu fiyata süper telefon,5
3161,fiyat performans süper,5
3162,Fiyatına göre gözümde I phone u rahat geçti.,5
3163,süper bir telefon. kargo teslimatı acayip hızlı. Teşekkürler,5
3164,hiç düşünmeden alın.kamerası Süper.renk çok hoş.bu fiyata daha iyisi yok,5
3165,"fiyatina göre harika bir telefon, şarj i çok iyi,",5
3166,Süper fiyat süper kalite 👍,5
3167,Teslimat superdi. Trendyol ve ekibine çok teşekkür ediyorum.,5
3168,15 gün oldu alalı harika bir telefon  işletim sistemi güzel hızlı şarjzi uzun özellikleri mükemmel...,5
3169,Süper telefon,5
3170,Süper Fiyat Süper Telefon,5
3171,Tam bir fiyat performans ürünü. Şarjı uzun süre gidiyor. Çok memnun kaldım.,5
3172,Tam bir fiyat performans ürünü çok beğendim yaklaşık bir aydır kullanıyorum şarjı kamerası mükemmel,5
3173,Fiyatı uygundu telefon süper,5
3174,bu fiyata ve bu performansa süper bir telefon👍,5
3175,super bir urun bu paraya bu kalite harika iyiki aldım.ses gücü kamera çekimi çok berrak tekrar indirim gelirse birde oğluma almayı düşünüyorum.,5
3176,süper urun super fiyat tsk trendyol,5
3177,indirimden almıştım güzel telefon şarjı iyi,5
3178,süper mükemmel,5
3179,"Teşekkürler hızlı kargo , ürün kalitesi fiyatına göre bence çok iyi. Öneririm iphone a o kadar para vermenize gerek yok. Ürün fiyatıda çok iyi.",5
3180,Süper kaliteli bir telefon,5
3181,bu fiyata bu kalite süper,5
3182,fiat..performans super,5
3183,Görüntü kalitesi muhteşem fiyatına göre süper,5
3184,"Ailecek xiamilendik diyebiliriz. F/P açısından ve yan ürünleri de (kablosuz kulaklık, ev ürünleri vb.)  epey kullanışlı  olduğu için xiomi tercih ediyoruz. ben de ve kardeşim de mi 8 lite var. canavar gibi uygulama test ediliyor. eşimde redmi note 7, kardeşinde de redmi note 8 128gb var 64gb olanını da diğer kardeşimize aldık. Hızlı gönderi ve uygun fiyat için teşekkürler.",5
3185,Anneme anneler günü hediyesi aldım gayet güzel,5
3186,güzel telefon.sarji baya uzun gidiyor,5
3187,Ürünü çok daha uygunken kardeşime almıstım ben normalde ıphone kullanan biri olarak bu telefonun da hızını çok iyi buldum.,4
3188,harika bı telefon.samsung iphonwlerden daha iyi.,5
3189,hızlı kargo. orta bütçe için ideal telefon. sarj mükemmel .,5
3190,ürün gayet güzel 4 k yi 30 FPS çektiği için bir işe yaramiyo o kadar ve biraz fazla isiniyo sarz olurken bu paraya değer ama bence parayı arttırıp note 9 s alın,4
3191,süper telefon uygun fiyat,5
3192,F P olarak süper,5
3193,fiyatına göre 10 numara telefon şarzı aşırı iyi,5
3194,Süper hızlı ulaşım performansa göre süper fiyat,5
3195,bu cihaz gözümü çok yoruyor ekran görüntüsü için bir yazılım yapabilirler mi ?eski kullandığı m Vestel venüste göz yormuyor böyle devam edemem ...,5
3196,Gerçekten harika bir telefon çok memnun kaldım kamerası hızı şarjı çok tatmin edici tam bir fiyat performans ürünü şiddetle tavsiye ederim...,5
3197,"Bu fiyata alınabilecek en güzel telefon. Mavi rengi ayrı bir güzel. Görüyorsunuz, mökemmeelll.",5
3198,Tavsiye ederim. Çok güzel bir telefon. iPhone çok para vereceğinize parayı buna verin. Hem daha ucuz,4
3199,ürün çok güzel ve kaliteli.paketleme süper.gönül rahatlığıyla sipariş verebilirsiniz.satıcı firmada  çok hızlı teşekkür ederim.,5
3200,Harika süper şarşi çabuk bitmiyor kaliteli,5
3201,Süperrrrr çok beğendim,5
3202,Şarj çok hızlı ve uzun gidiyor. Hiç donma yapmıyor. Keşke ois olsaydı. Genel olarak gerçekten fiyat performans ürünü denebilir. Pro da helia var bunda snapdragon dolayısıyla tercih sebebim bu oldu. Ayrıca Wi-Fi açık iken 4.güne yüzde 20 şarj ile geçebiliyorum. Bence fiyatına göre ilk tercih sebebi performans olanlara hitap ediyor. Kamera öncelikli değil peşinen söylemeliyim. Makrosu vs güzel ama ois büyük eksiklik ve autofocus da kusursuz sayılmaz.  3 ay evvel 1680 TL den aldım.,5
3203,fiyat performans olarak  süper,5
3204,fiyatına göre süper urun,5
3205,fiyat açısından performansı şarjı çok güzel,5
3206,"Şarjı ve hızı gayet iyi tam bir fiyat performans ürünü,tavsiye edilir",5
3207,süper bir telefon fiyat performans ürünü,5
3208,Fiyat performans olarak süper bir telefon,5
3209,1 günde teslim süper hızlı,5
3210,anneme aldım fazlasıyla yetiyor güzel telefon,5
3211,Tabiki süper,5
3212,ohhh 1600 TL iken aldım hihih şarjı mükemmel en sevdiğim yanı bu oldu mukemmel ürün,5
3213,Süper telefon biz sevdik. Tam fiyat performans ürünü. Teşekkürler trendyol ❤️,5
3214,tellefon super teslimat on numara,5
3215,süperrr bir cihaz üç günde teslimat harika,5
3216,Harika bir ürün süper hızlı teslimat,5
3217,Tek kelimeyle muhteşem... süper hızlı geldi,5
3218,teslimat süperrrr hızlı,5
3219,Gönderici super çok hızlı telefon güzel ve kullanışlı,5
3220,I phone ya da samsung olsaydı en az 3500 lira fiyat isterlerdi. Çok güzel telefon. tavsiye ederim,5
3221,"Telefon süper. oyun oynamadığım için o kısmını bilmem. her açıdan süper.arka kapağı özellikle plastik olmaması sağlamlık katmış.2 aydır kullanıyorum yaklaşık,şarzı 2 güne yakın gidiyor.Trendyol un her datayı takip edip bildirmesi ayrı güzel.",5
3222,şayomi çok güzel telefon 5 gün şarjı gidiyor kesinlikle tavsiye ediyorum,5
3223,Çok iyi süper,5
3224,Ürün süper ya maşallah 😄👌😂 çok mutluyum telefon harika ötesi kesinlikle tavsiye ederim,5
3225,Mükemmel 2 gün gidiyor şarjı aşırı kullanmazsanız tabiki :-),5
3226,ürün gayet guzel. ama alacaksanız birden not 8 pro alın. daha iyi beş on yıl isinizi görür,4
3227,iPhone dan sonra ilk defa bir telefondan memnun kaldım,5
3228,"Bekledigimizden daha iyi cikti,Sarji harika gidiyor..Ayrica hizli teslimat icin tesekkurler👏👏👏",5
3229,Herşey süper mükemmel ötesinde teşekkürler,5
3230,süper cihaz kesinlikle tavsiye ederim,5
3231,süper ürün,5
3232,ürün tam anlamıyla süper tavsiye ederim.,5
3233,"memnunum kaliteli klavye, büyük, renk hoş metalik, sadece zil tonları kötü",4
3234,F/P ürünü harika iphone 6 kullanıyorım başkasına almıştım satıp ondan alıcam,5
3235,Ürün kısa sürede ulaştığı için teşekkür ederim. Daha önce kendime Note 8 pro 128 GB ve kızıma Note 8 64 almıştım. TLF olarak bence performans ve fiyat  olarak gayet iyi. Fotoğraf kalitesi gayet iyi. Şarja gelince şöyle söyleyebilirim yaklaşık 120 dklik 2 film izledim ve kalan batarya seviyesi 40 oldu. Huawei ile  karsilastirmayin. Bir çok TLF araştırdım ve sonuç olarak bu...ailem ve kendim için aldığım 3. telefon size pişman olmayacaginizi söyleyebilirim.,5
3236,süper bi cihaz kargo süresi kalitesi hepsi çok güzeldi,5
3237,urun çok güzel ama samsung dan buna geçiş kullanim için alışkın olmayan için alışmak gerekli,5
3238,Bir alt modelini de aldım bence alt modeli daha iyi niye 7 yi tavsiye ederim kargo gayet iyiydi,4
3239,Biraz kalın  geldi bana eşime  aldik  tam erkek telefonu  ses sistemi çok güzel  memnunuz.,4
3240,"xioami ye Samsung S5 ten gectim. ilk olarak orta segment Samsung telefonlarının genel problemi fotoğraf kalitesidir.Xiomi Resmi Note 8 i almadan önce fotoğraf kalitesi için Oppo ve Samsung un yine orta segment yeni telefonu ile kiyasladim. Oppo çok reklam yaptı ancak kolumdaki bilekligin 3 ayrı aynı mekanda çekilmiş fotoğraflarından sadece Xioami ninki gerçek renklerini yansıttı. 3 gündür kullanıyorum ,olay store dan istediginiz uygulamaları indirebiliyorsunuz. Samsung mi 4 bandını bu telefona entegre edebildim. Yurtdışına ürün satiyorum bu nedenle çekim kalitesi çok iyi .Son olarak Samsung S5 ye konuşurken sesim karai tarafa gitmezdi. Şu an benimle konuşan herkes sesimin ne kadar net geldiğini iletiyorlar. Ayrıca hoparlöru de denedim. bir odanın en uzak mesafesinde bile sesim karşı tarafa geçiyor.simdilik izlenimlerim bu kadar.",5
3241,ben 128 lik aldım çok güzel ama konuşurken sensör sıkıntısı var hep başka yerlere dokunuyorum o yüzden ekranı kapatıyorum.,5
3242,cok iyi tavsiye ederim Telefona ağır diyenler var bataryası büyük oldugu için ağır batarya iyi götürüyor,5
3243,"Yıllardır iphone kullandıktan ve android sevmiyorum dedikten sonra xiaomi bana androidi sevdirdi. çok memnunum, artık şarj aletine yapışık yaşamama gerek kalmadığı için. gerçekten zamanında markaya binlerce liralar verdiğim için üzülüyorum. mi arayüzü de alışık olduğum ios'u aratmıyor zaten..",5
3244,"jarzı bir gün rahatlıkla çıkarıyor kamerası ön ve arka,çok iyi uygun fiyata kaliteli bi cihaz gerçekden pişman olmasınız samsung a60 2600 vermek yerine aynı özellikdeki bu cihazı alın derim",5
3245,Çok hızlı kargo. Beklentimin üzerinde bir telefon.kaliteli.güncelleme ile dahada güzel oldu. sesi ekranı arka yüzeyi felan 10 numara   bence hiç düşünmeden alın. bu fiyata alınacak en iyi telefon.,5
3246,Bu fiyata alınabilecek en iyi bir cihaz kullanışı rahat şarj ömrü uzun daha ne olsun ve hızlı teslimat tavsiye ederim.,5
3247,süper hızlı gönderi,5
3248,Ürün gerek fiyat gerek performan olsun beklentiyi karşılıyor. kamera yönünde 48 MP kamera ile çekilen fotoğrafların çok yer kaplamasından dolayı cihaza bir hafıza kartı almak ileride yaşanacak hafıza ytersizliği sorunun önüne geçer ancak bu durum sürekli 48 MB fotoğraf çekerseniz geçerli aksi halde gerekli bir durum değil. Cihaza alışmak kolay değil yüz okuma özelliği düşük ışıkta problemli çalışıyor ama parmak izi çok hızlı ekran büyük olduğundan dolayı iki el kullanmak gerektirebiliyor.,4
3249,gerçekten güvenilir çok memnun kaldım telefonum çok güzel 👍,5
3250,şahane bir telefon gönül rahatlığıyla alınn,5
3251,çok güzel bir telefon,5
3252,tesekkurler,4
3253,kusursuz geldi,5
3254,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥👍⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,5
3255,Çok memnunum,5
3256,eşime aldım  beğendik  rengi harika ve  trendyol teşekkürler,5
3257,dürüst olmak gerekirse kamera gece iyi degil ve agir cekimde net goruntu vermiyor gündüz cok iyi denebilir video da 1080 p 30fps de eis cok iyi calisiyor telefon tasarim olarak iyi sarji normal kullanimda 1 gün gider cok bir sey beklemeyin bu fiyata alinabilir oyun performansi iyi sayilir,4
3258,redmi note 8 bir problem yok sıkıntısız kullaniyorum,5
3259,SÜPER FİYATTT,5
3260,ürün fiyat performans olarak ideal çok memnun kaldım şarj ve tüm özellikleri benden geçer not aldı tavsiye ederim,5
3261,rengini severek aldím hızlı arada bir ekran algılamıyor,4
3262,süper hızlı çıktı telefon aynı fiyatta bir tane daha almak isterim,5
3263,Çok iyi telefon şimdi de not 8 pro siparişi verecegim,5
3264,urun cok iyi satıcı cok güvenilir,5
3265,Bu fiyata bu cihaz süper iPhone 8 kullanıyordum artık tek vazgecilmezim Xiaomi,4
3266,Anneme aldım sorunsuz bir ürün,4
3267,kamerası ekranı tasarımı şarjı kulaklık girişi olmasi ve wifi çekim gücü muazzam fiyatının üstünde bir cihaz ama herkeste olmasi biraz kötü bir durum,5
3268,süper iyi,5
3269,Süper telefon,5
3270,"Hediye kılıf için çok teşekkür ediyorum,  mutlu ettiniz",5
3271,"Fazla söze gerek yok. Hız, şarj ve kamera üçlüsü en fiyat performans üründü ve iyi fiyata aldığım için mutluyum.",5
3272,Ürün görüntü kalitesi ve çözünürlük olarak gayet iyi .Hafif ve boyutuda aşırı büyük değil ideal.Kaliteli fotoğraflar çekmek icin ideal kamerası çok güzel.Yalnız arama kısmında görüntülü konuşma diye bir secenek yer almıyo.Görüntülü arama yapmak isterseniz volte ayarlarını yapmalısınız.Görüntülü konuşmak için whatsapp ve google duo yu kullanabilirsiniz.,4
3273,Çok güzel geldi,5
3274,Ürünü kardeşime hediye aldım .telefondan çok memnun kamerası çok güzel şarj durumuda ürün 5 yıldızı hak ediyor👍,5
3275,Çok güzel çok şık bütçeye uygun almak isteyene düşünmeden alsın derim ilğili satıcı hızlı kargo,5
3276,Telefonu anneme hediye aldım. Çok memnun kaldık. Başarılı bir cihaz👏🏻👏🏻,5
3277,anneme hediye aldım teşekkürler harika ürün,5
3278,"İndirimdeyken aldım, şuanlık çok memnunum. Beklediğimden de hızlı geldi.",5
3279,Anneme aldım çok memnunuz. rengi de değişiyor cok hos,5
3280,Annemiz İçin aldık gayet iş görüyor ön kamerası akşam evde iyi çekim yapıyor,5
3281,"Kızıma aldım, çok beğendi. Tavsiye ederim. Biraz ağır bir telefon, büyük ve ağır sevenler için ideal.",5
3282,kalın telefon ama içeriği guzel,5
3283,Ananneme diye aldım bende kullanıyorum artık,5
3284,oğlum için aldık beklentisini karşıladı 👍,5
3285,gönül rahatlığıyla alabilirsiniz henüz yeni aldık iyi görünüyor teslimatta sıkıntı yaşamazsınız,5
3286,Hediye olarak aldım fiyatına göre tam performans sağladı emeği geçen herkese teşekkürler,5
3287,"1 2 haftadır kullanıyorum bence bu fiyata çok güzel bir telefon hızlı, şarjı sürekli oynasan bile 2 gün gidiyor en az tavsiye ederim şu sıralar sürekli pahalanıyor alacaksanız acele  edin :)",4
3288,süper on numara,5
3289,Güzel teleffon ıphone x e çok benziyor memnunuz,5
3290,"5 aydır kullanıyorum. Çok büyük bir sorun yaşamadım ve genel olarak memnunum. Ufak tefek bazı yerlerde zorlayıcı ve hoş olmayan şeylerde var mesela mesaj sesi ile telefonun arandığında çalma sesi aynı yerden ayarlanıyor. Mesaj sesini kısmak istediğimde aranma seside kısılıyor. İkisini ayrı yapmamışlar acaba başka bir yerden mi ayarlanıyor diye baktım ama ben bir şey bulamadım. Kamerasıda fena değil fiyatına göre. Üst segmentlerle kıyaslamayın yoksa tabiki de düşük kalır ama yinede fena değil. Isınması pek yok. Kasma telefona yüklenip zorlasam bile çok az düzeyde oldu. Tasarımı görünümü mavi olan için çok hoş. Pili aşırı video seyredip ve oyun oynanırsa haliyle akşamı görmeden bitiyor ancak bunların her birini 3 4 saat değilde  bir kaç saat yapıp, internette gezinmeyle akşamı pili bitirmeden rahat çıkartıyorsunuz. Ekranı amoled olmasada güzel ama kişisel tercih olarak illaki amoled isterim diyorsanız bu telefonda amoled yok. Konuşmada karşılıklı birbirinizi duyma konusunda orta düzeyde bir kalite var. Genel olarak bu fiyata bu telefonu aldığıma memnunum. Kullandığım amaç doğrultusunda daha pahalı bir telefon almadığım iyi olmuş dibilirim.",4
3291,tskkurler pakettle hızlı heslimat için bu markanın telefonları gerçekten gzel yıllardır Samsung kullandım buna alışmam braz zaman alicak ama gerçekten gzel telefon,5
3292,Güzrl bi telefon kamerası muhtesem eşime hediye aldım severek kullanıyor 😊,5
3293,10 numara 5 yıldız ürün f p oranı en yüksek ürünlerden bir tanesi bundan sonra iPhone düşünsun,5
3294,Fiyatına göre performansı süper,5
3295,"Fiyat ve Performans süper, kaçırmayın arkadaşlar.",5
3296,Süper bir cihaz fiyatını hakediyor,5
3297,"Bu fiyata,bu performans süper. özellikleri çok iyi.",5
3298,oğluma aldik güzel rahatlıkla alin,5
3299,çok güzel ve ikinciyi aldım,5
3300,Çok güzel telefon ikinciyi aldım,5
3301,Oglum için aldım..... Çok çok iyi,5
3302,"Anneme aldım,çok güzel",5
3303,Kızım için aldık. Çok memnunuz.,5
3304,urun cok hem boyut hem islemci,5
3305,çok güzel bir telefon gr olarak ağır ama hissedilmiyor,5
3306,Annem ve kardeşim için aldım kamera kalitesi çok çok iyi kullanımı çok kolay tavsiye ediyorum,5
3307,Güzel telefon kamera vs çekim gücü güzel,4
3308,kalitesi ve şarj süresi gayet güzel,5
3309,Eşime hediye aldım çok severek kullanıyor 👍çok beğendi,5
3310,"Babama hediye aldım. Çok memnun, severek kullanıyor.",5
3311,esim kullaniyor ona hediye almistim. cok iyi kullanisli bi telefon. tavsiye ederim,5
3312,Urun harıka aynı zamanda yanında kılıf hedıye etmişler cok tesekkur ederız,5
3313,Teşekkür ederim eşime hediye aldım çokkkk güzel beğendik,5
3314,Babama hediye olarak aldım. Çok beğendi. Duruşu ve özellikleri ile güzel telefon.,5
3315,"Ürünü hediye aldım, severek kullanıyor",5
3316,efsane günler indiriminden almıştım çok güzel telefon 👍,5
3317,Annem için almıştım çok güzel,5
3318,süper süper çok.cok iyi,5
3319,Kardeşime aldık çok memnun,5
3320,on numara bir tel çok sevdim,5
3321,Yigenime aldım kendim de Xiaomi kullanıyorum telefonda her zaman favori markam.,5
3322,Kardeşim için almıştık memnun kaldı,5
3323,eşime aldım baya memnun,5
3324,"Hızlı, kamerasi iyi ve büyük olmasını da sevdim",5
3325,HARİKA BİR TELEFON . EŞİME ALDIM ÇOK BEĞENDİ . BİRAZ AĞIR VE KABA DURUYOR AMA KAMERA HARİKA VE DİĞER ÖZELLİKLERİ.,5
3326,sadece biraz ağır onun dışında bir j problem yaşamadım gayet güzel telefon,5
3327,"Babama aldım ürünü, severek kullanıyor, biz beğendik",5
3328,eşime aldık çok memnun teşekkür ederiz,4
3329,aşırı iyi ve beğendim kamerası gayet net ve asla ağır değil teşekkür ederim,5
3330,ürün harika kaliteli ve hafif kameralar çok iyi daha ne olsun 👍,5
3331,Çok kaliteli ve başarılı bir ürün. Hızı ve depolama kapasitesi çok ideal. Kullanımı kolay ve ayrıca şık. Tavsiye ederim.,5
3332,Harika bir telefon. Trendyol ayrıcalığı ile sapasağlam elime ulaştı. Teşekkürler Trendyol,5
3333,Güzel telefon ama ağır biraz... başka sıkıntı yok,5
3334,kızıma aldım oğlumda alacağım,5
3335,Oğlum için aldım bayıldı gayet güzel,5
3336,"Kızıma aldım çok beğendi,çok güzel ve kullanışlı kamerası da çekimi de çok iyi",5
3337,oğluma aldım çok beğendi 5yıldızı hâk ediyor,5
3338,Ürün çok güzel ve sağlam bir şekilde aldım teşekkür ederim 👏🏻👏🏻,5
3339,Büyük biraz ama alışırım herhalde. Kamerası muhteşem. Telefon genel anlamda kullanışlı. Beğendim.,4
3340,"Pil uzun süreli gidiyor,çözünürlüğü çok iyi hem aneme hem babama aldık ,başarılı",5
3341,Ürünü çok beğendik çok uyguna aldık bir çok siteden tavsiye ederim teşekkürler,5
3342,vallahi ben yeni aldım telfon çok iyi bence tükenmeden alın derim yani:):),5
3343,Ürün çok estetik.ince ve büyük.fiyatına göre kullanışlı,5
3344,kamerasi disa kabarik sekilde vede biraz kaba,3
3345,ürün cok güzel benim isteklerimi karsıladı 2günü rahat cıkarıyor,5
3346,anneme aldım gayet memnun kaldı.. zaten bu aralar bu marka çok revaçta,5
3347,Kızıma aldım 1 senedir kullanıyor  cok memnun. Hic sorun yaşamadık teşekkürler.,5
3348,Annem aldım. Çok memnun telefondan.,5
3349,1555 e aldım şimdi 2500 olmuş 6 ayda,5
3350,eşimle ikimizede aldık oda memnun bende tavsiye ederim,4
3351,ürün anlatıldığı gibi iyi mükemmel,5
3352,çok güzel bı telefon tartışmasız düşünmeden alınır,5
3353,Çok güzel bir telefon,5
3354,Xiaomi kalitesi tartışılmaz.,5
3355,KALİTELİ ÜRÜN,5
3356,çok memnun kaldık teşekkürler :),5
3357,👍 güzel ürün Tebrikler,5
3358,gerçekten muhteşem,5
3359,Harika bir ürün. Rengi de çok güzel,5
3360,Çok hoştır çok güzel,5
3361,Ürün elimize sağlam ulaştı. Kullanımı rahat beğendik 👍🏻,5
3362,teşekkürler,5
3363,Çok iyi begendim,5
3364,Teşekkür ederim herşeyiyle güzel ve sorunsuz bir alışveriş ti,5
3365,Anneme aldım bu telefonu hediye çok begendi,5
3366,bıhtıh ya bıhtıh her yerde bundan var artık 1600e aldı millet,4
3367,oğluma aldım çok memnun,5
3368,Çok güzel anneme aldık çok beğendik,5
3369,kardeşim için aldık 1aydır kullanıyor hiçbir sıkıntı yok gayet güzel,5
3370,harika kardeşim için aldık çok beğendi,5
3371,Gördüm aldım sevdim😁,4
3372,ürün güzel teşekkürler,5
3373,biraz gram olarak ağır bir telefon.ama iş görüyor iyi.,4
3374,Severek kullanıyorum başta ağır geliyorr ama sonra alışıyorsunuz 👍 her rengi güzel duruyor,5
3375,harika bir telefon iyiki aldım çok memnunum,4
3376,indirimdeyken aldım birkaç ay önce çok çabuk geldi ve çok güzel bir telefon,5
3377,çok güzel teşekkürler,5
3378,mükemmel kalite 🇹🇷🇹🇷 10 numara,5
3379,bu ürünü bende kullanıyorum ve çok memnunum,5
3380,indirimdeyken  almıştım harika bi telefon,5
3381,2019 kasımda aldım gayet kullanışlı hiç donma falan yok 6 aydır kullanıyorum,5
3382,10 numara telefonmi a2 lite den geçtim baya iyiiii çok begendim,5
3383,hem kendime hem babama aldım çok memnunum ♥️♥️♥️♥️♥️,5
3384,ürün gayet güzel beğenerek eşime  aldım teşekkürler...,5
3385,Güzel telefon sadece biraz ağır,4
3386,telefon fiyatına göre iyi kötü yönleri ağır olması bide geri tuşu sağ tarafta sol elle kullananlar için zor oluyor,5
3387,oğluma aldım severek kullanıyor.,5
3388,ogluma aldim cok memnun.Kendime de alamayi dusuniyorum,5
3389,oğluma aldım gayet memnun,5
3390,ilkbaş tereddüt ettim ama gerçekten sapa sağlam geldi gönül rahatlığıyla alabilirsiniz,5
3391,ürünü gönül rahatlığıyla alabilirsiniz yaklaşık 2aydir kullanıyorum çok memnunum,5
3392,Çok güzel görünüyor dışı çok şık fotoğrafı da güzel çekiyor,5
3393,çok güzel ürün yeni hadefim note 10,5
3394,Eşime ve kendime aldım çok beğendik,5
3395,ürün çok iyi. tek sıkıntısı biraz ağır olması. çok kullanan biri olarak artık ellerim ağrımaya başladı.,4
3396,biraz ağırlığı fazla onun dışında bu fiyata güzel bir telefon,4
3397,1 senedir kullanıyorum gayet memnunum,5
3398,İndirimdeyken aldım. Çok memnunum.,5
3399,kızıma harika bir doğum günü hediyesi teşekkürleer,5
3400,eşime.hediye olarak almıştım bayıldık teşekkürler,5
3401,yaklaşık 4 aydır kullanıyorum şarj çok iyi gidiyor. en sevdiğim özelliği ekran bölme özelliği  video izlerken diğer uygulamalarda vakit gecirilebiliyor. iPhone dan geçtim  hiç iPhone'u aratmadi.,5
3402,fiyat performans ürünü,5
3403,Fayda Maliyet olarak guzel bir telefon...,5
3404,Ürünü ablama hediye olarak indirim de iken aldık. Çok beğendi.,5
3405,Hediyesiyle cok basarili. Gizli kargo icin tesekkurler 💫,5
3406,Bir yıldır kullanıyorum çok takilmaya basladi fazla götürmeyecek gibi duruyor bi daha almam redmi veya Xiaomi,1
3407,İşte Bu Mükemmel,5
3408,çok güzel telefon,5
3409,güzel ürün,5
3410,mukemel iyi site,5
3411,Çok güzel,5
3412,harika bir cihaz,5
3413,👍👍👍👍👍👍👍👍🤝🤝🤝🤝🤝🤝🤫🤫🤝👍👍🤝,5
3414,yaklaşık 3 aydır kullanıyorum çok memnunum,5
3415,Teşekkürler,5
3416,Teşekkürler telefonda güzel memnunuz,5
3417,güzel değerlendirilir,5
3418,iyi güvenilir,5
3419,özelliklerine göre bekleneni veriyor.,5
3420,Trendyol siz adisiniz siz köpeksiniz,1
3421,Ürün çok güzel teşekkür ederim,4
